path,name
https://github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped
https://github.com/microsoft/vscode,vscode
https://github.com/microsoft/TypeScript,TypeScript
https://github.com/storybookjs/storybook,storybook
https://github.com/n8n-io/n8n,n8n
